Line-ID,Machine-ID,Start-Time,End-Time,Category Defect,Sub-Category Defect,Down-Time
Line-8,Machine-3,01-12-2024 07:00,01-12-2024 07:20,Electrical Defect,Sensor Setting,19.98586655
Line-8,Machine-3,01-12-2024 13:50,01-12-2024 14:15,Electrical Defect,Sensor Setting,24.99378395
Line-8,Machine-3,13-12-2024 06:00,13-12-2024 06:20,Electrical Defect,Gauge head,20.00148392
Line-8,Machine-3,21-12-2024 13:30,21-12-2024 13:43,Electrical Defect,Sensor Setting,12.99241638
Line-8,Machine-3,27-12-2024 11:40,27-12-2024 12:00,Electrical Defect,Pneumatic,20.01121712
Line-8,Machine-3,08-01-2025 08:47,08-01-2025 09:00,Electrical Defect,Overload Current,12.99573326
Line-8,Machine-3,08-01-2025 09:00,08-01-2025 09:18,Electrical Defect,Overload Current,17.99943352
Line-8,Machine-3,08-01-2025 12:00,08-01-2025 12:15,Electrical Defect,Overload Current,15.00144958
Line-8,Machine-3,31-01-2025 10:00,31-01-2025 10:22,Electrical Defect,Relay Contactor,21.99036598
Line-8,Machine-3,31-01-2025 12:30,31-01-2025 13:05,Electrical Defect,Relay Contactor,34.9916153
Line-8,Machine-3,03-02-2025 08:00,03-02-2025 08:40,Electrical Defect,Gauge unit,40.00970078
Line-8,Machine-3,13-02-2025 11:50,13-02-2025 14:14,Electrical Defect,Stone holder,144.076889
Line-8,Machine-3,24-02-2025 08:51,24-02-2025 13:00,Electrical Defect,Chuck Magnet,248.9977722
Line-8,Machine-3,27-02-2025 07:00,27-02-2025 07:10,Electrical Defect,Robot,10.00913334
Line-8,Machine-3,09-03-2025 10:30,09-03-2025 11:14,Electrical Defect,Loose connection,43.98853302
Line-8,Machine-3,18-03-2025 09:30,18-03-2025 14:00,Electrical Defect,Gauge head,270.0144043
Line-8,Machine-3,05-04-2025 08:00,05-04-2025 08:10,Electrical Defect,Robot,10.0093832
Line-8,Machine-3,15-04-2025 06:20,15-04-2025 06:34,Electrical Defect,Robot,14.00160027
Line-8,Machine-3,15-04-2025 12:00,15-04-2025 12:09,Electrical Defect,Robot,9.000283241
Line-8,Machine-3,17-11-2024 14:30,17-11-2024 14:59,Electrical Defect,Intlet conveyor,28.99774933
Line-8,Machine-3,26-11-2024 19:30,26-11-2024 20:30,Electrical Defect,Solonoid Valve,60.00018311
Line-8,Machine-3,15-12-2024 17:00,15-12-2024 17:06,Electrical Defect,Robot,6.006133556
Line-8,Machine-3,15-12-2024 20:42,15-12-2024 21:18,Electrical Defect,Robot,36.14035034
Line-8,Machine-3,10-01-2025 14:50,10-01-2025 15:01,Electrical Defect,Hydraulic system,11.1050663
Line-8,Machine-3,03-02-2025 19:30,03-02-2025 20:30,Electrical Defect,Robot,60
Line-8,Machine-3,07-02-2025 19:00,07-02-2025 19:30,Electrical Defect,Demag unit,30.00359917
Line-8,Machine-3,07-02-2025 22:30,07-02-2025 22:59,Electrical Defect,Demag unit,29.39868355
Line-8,Machine-3,11-02-2025 19:00,11-02-2025 19:40,Electrical Defect,Hydrostatic System,40.00790024
Line-8,Machine-3,27-02-2025 14:30,27-02-2025 15:19,Electrical Defect,PLC power supply Module,48.99879837
Line-8,Machine-3,15-03-2025 18:00,15-03-2025 18:30,Electrical Defect,Gauge head,30.0067997
Line-8,Machine-3,15-03-2025 15:30,15-03-2025 15:50,Electrical Defect,Work head slide,20.00026703
Line-8,Machine-3,18-03-2025 14:30,18-03-2025 15:40,Electrical Defect,Gauge head,70.00213623
Line-8,Machine-3,11-04-2025 15:00,11-04-2025 18:00,Electrical Defect,Hydraulic system,180.0126495
Line-8,Machine-3,19-04-2025 17:00,19-04-2025 18:30,Electrical Defect,Relay Contactor,90
Line-8,Machine-3,28-04-2025 17:20,28-04-2025 17:30,Electrical Defect,Pneumatic,10.00946712
Line-8,Machine-3,29-04-2025 14:50,29-04-2025 15:11,Electrical Defect,Hydraulic system,20.9857502
Line-8,Machine-3,16-11-2024 23:39,17-11-2024 02:00,Electrical Defect,Relay Contactor,140.9864502
Line-8,Machine-3,17-11-2024 02:45,17-11-2024 04:10,Electrical Defect,Robot,85.01096344
Line-8,Machine-3,17-11-2024 04:30,17-11-2024 05:00,Electrical Defect,Wheel spindle,29.9932003
Line-8,Machine-3,11-12-2024 01:00,11-12-2024 01:21,Electrical Defect,Relay Contactor,20.98880005
Line-8,Machine-3,13-12-2024 00:17,13-12-2024 01:17,Electrical Defect,Sensor Setting,60.01183319
Line-8,Machine-3,15-12-2024 23:57,16-12-2024 00:04,Electrical Defect,Robot,6.98813343
Line-8,Machine-3,16-12-2024 01:00,16-12-2024 01:26,Electrical Defect,Robot,26
Line-8,Machine-3,27-12-2024 02:36,27-12-2024 03:00,Electrical Defect,Sensor Setting,24
Line-8,Machine-3,27-12-2024 03:00,27-12-2024 03:28,Electrical Defect,Sensor Setting,28.00186729
Line-8,Machine-3,29-12-2024 01:00,29-12-2024 01:30,Electrical Defect,Robot,29.99769974
Line-8,Machine-3,02-02-2025 02:00,02-02-2025 02:10,Electrical Defect,Interlocking Alarm,9.999333382
Line-8,Machine-3,05-02-2025 04:51,05-02-2025 05:15,Electrical Defect,Relay Contactor,24.00028419
Line-8,Machine-3,07-02-2025 03:30,07-02-2025 03:45,Electrical Defect,Demag unit,15.00881672
Line-8,Machine-3,07-02-2025 23:00,07-02-2025 23:23,Electrical Defect,Demag unit,23.00623322
Line-8,Machine-3,19-02-2025 23:00,20-02-2025 02:06,Electrical Defect,Gauge head,186.0105438
Line-8,Machine-3,21-04-2025 01:05,21-04-2025 01:25,Electrical Defect,Sensor Setting,20.61221695
Line-8,Machine-4,19-11-2024 07:58,19-11-2024 08:08,Electrical Defect,Pneumatic,9.999333382
Line-8,Machine-4,19-11-2024 11:25,19-11-2024 11:35,Electrical Defect,Pneumatic,10.01321697
Line-8,Machine-4,22-11-2024 10:25,22-11-2024 10:30,Electrical Defect,Interlocking Alarm,5.009333134
Line-8,Machine-4,22-11-2024 13:20,22-11-2024 13:25,Electrical Defect,Interlocking Alarm,4.991583347
Line-8,Machine-4,23-11-2024 06:00,23-11-2024 06:35,Electrical Defect,Relay Contactor,34.99586487
Line-8,Machine-4,23-11-2024 07:00,23-11-2024 07:47,Electrical Defect,Relay Contactor,47.00603485
Line-8,Machine-4,23-11-2024 08:00,23-11-2024 08:30,Electrical Defect,Relay Contactor,29.99839973
Line-8,Machine-4,23-11-2024 09:00,23-11-2024 09:19,Electrical Defect,Relay Contactor,19.01048279
Line-8,Machine-4,25-11-2024 06:00,25-11-2024 11:30,Electrical Defect,Relay Contactor,329.9886475
Line-8,Machine-4,28-11-2024 12:30,28-11-2024 12:55,Electrical Defect,Relay Contactor,24.98653412
Line-8,Machine-4,30-11-2024 07:30,30-11-2024 07:56,Electrical Defect,Sensor Setting,25.99054909
Line-8,Machine-4,01-12-2024 08:00,01-12-2024 08:30,Electrical Defect,Interlocking Alarm,29.99749947
Line-8,Machine-4,30-12-2024 06:00,30-12-2024 07:00,Electrical Defect,Relay Contactor,59.99851608
Line-8,Machine-4,31-12-2024 06:00,31-12-2024 06:39,Electrical Defect,Relay Contactor,38.99391556
Line-8,Machine-4,31-12-2024 07:00,31-12-2024 11:57,Electrical Defect,Interlocking Alarm,297.8040466
Line-8,Machine-4,20-01-2025 06:00,20-01-2025 06:46,Electrical Defect,Intlet conveyor,46.00066757
Line-8,Machine-4,20-01-2025 07:00,20-01-2025 07:22,Electrical Defect,Intlet conveyor,21.99093246
Line-8,Machine-4,31-01-2025 08:00,31-01-2025 08:30,Electrical Defect,Relay Contactor,29.99324989
Line-8,Machine-4,31-01-2025 09:00,31-01-2025 09:44,Electrical Defect,Relay Contactor,43.99259949
Line-8,Machine-4,31-01-2025 10:30,31-01-2025 11:25,Electrical Defect,Relay Contactor,54.98659897
Line-8,Machine-4,31-01-2025 11:30,31-01-2025 12:20,Electrical Defect,Relay Contactor,50.00203323
Line-8,Machine-4,31-01-2025 07:46,31-01-2025 08:00,Electrical Defect,PLC,14.00853348
Line-8,Machine-4,01-02-2025 08:00,01-02-2025 08:17,Electrical Defect,Relay Contactor,16.99110031
Line-8,Machine-4,01-02-2025 09:00,01-02-2025 09:28,Electrical Defect,Relay Contactor,28.00548363
Line-8,Machine-4,03-02-2025 14:00,03-02-2025 14:30,Electrical Defect,Relay Contactor,30
Line-8,Machine-4,03-02-2025 11:50,03-02-2025 13:34,Electrical Defect,Solonoid Valve,104.6628189
Line-8,Machine-4,12-02-2025 13:00,12-02-2025 13:13,Electrical Defect,Interlocking Alarm,12.99919987
Line-8,Machine-4,13-02-2025 07:00,13-02-2025 07:43,Electrical Defect,Stone holder,42.99453354
Line-8,Machine-4,13-02-2025 09:00,13-02-2025 09:47,Electrical Defect,Stone holder,46.99253464
Line-8,Machine-4,13-02-2025 11:00,13-02-2025 11:25,Electrical Defect,Stone holder,24.99946594
Line-8,Machine-4,20-03-2025 06:00,20-03-2025 06:28,Electrical Defect,Interlocking Alarm,28.00073242
Line-8,Machine-4,27-04-2025 12:20,27-04-2025 12:32,Electrical Defect,Sensor Setting,11.99796677
Line-8,Machine-4,24-11-2024 21:00,24-11-2024 23:00,Electrical Defect,Relay Contactor,120
Line-8,Machine-4,06-01-2025 16:40,06-01-2025 16:56,Electrical Defect,Pneumatic,16.01213264
Line-8,Machine-4,06-01-2025 20:46,06-01-2025 21:00,Electrical Defect,Pneumatic,14.00248337
Line-8,Machine-4,18-01-2025 20:00,18-01-2025 21:32,Electrical Defect,Relay Contactor,92.00679779
Line-8,Machine-4,18-01-2025 17:00,18-01-2025 17:14,Electrical Defect,Servo Motor,14.00266647
Line-8,Machine-4,31-01-2025 14:30,31-01-2025 14:45,Electrical Defect,Pneumatic,14.99121666
Line-8,Machine-4,31-01-2025 17:00,31-01-2025 17:10,Electrical Defect,Pneumatic,10.00578308
Line-8,Machine-4,01-02-2025 15:00,01-02-2025 15:36,Electrical Defect,Stone(Honing) Pressure Unit,36.00106812
Line-8,Machine-4,11-02-2025 14:30,11-02-2025 19:00,Electrical Defect,Pneumatic,270.0096741
Line-8,Machine-4,14-02-2025 14:56,14-02-2025 15:30,Electrical Defect,Relay Contactor,33.99653244
Line-8,Machine-4,22-02-2025 22:30,22-02-2025 23:00,Electrical Defect,Hydrostatic System,30
Line-8,Machine-4,23-02-2025 15:35,23-02-2025 15:55,Electrical Defect,Hydraulic system,19.98773384
Line-8,Machine-4,28-02-2025 16:00,28-02-2025 16:21,Electrical Defect,Interlocking Alarm,20.99056625
Line-8,Machine-4,16-03-2025 14:30,16-03-2025 14:50,Electrical Defect,Sensor Setting,20.00306702
Line-8,Machine-4,30-04-2025 15:00,30-04-2025 15:22,Electrical Defect,Sensor Setting,22.01395035
Line-8,Machine-4,19-11-2024 02:30,19-11-2024 02:42,Electrical Defect,PLC,11.99558353
Line-8,Machine-4,18-11-2024 23:00,18-11-2024 23:50,Electrical Defect,Servo drive,50
Line-8,Machine-4,21-11-2024 04:00,21-11-2024 04:33,Electrical Defect,PLC Input,32.98943329
Line-8,Machine-4,27-11-2024 01:10,27-11-2024 01:22,Electrical Defect,Interlocking Alarm,11.99426651
Line-8,Machine-4,29-11-2024 03:05,29-11-2024 03:30,Electrical Defect,Relay Contactor,24.99040031
Line-8,Machine-4,29-11-2024 02:40,29-11-2024 03:00,Electrical Defect,Indexing unit,19.99616623
Line-8,Machine-4,29-11-2024 00:30,29-11-2024 00:40,Electrical Defect,Interlocking Alarm,10.00426674
Line-8,Machine-4,29-11-2024 05:00,29-11-2024 05:30,Electrical Defect,Interlocking Alarm,30
Line-8,Machine-4,01-12-2024 05:00,01-12-2024 05:16,Electrical Defect,Relay Contactor,15.98653316
Line-8,Machine-4,01-12-2024 01:30,01-12-2024 01:56,Electrical Defect,Interlocking Alarm,25.99961662
Line-8,Machine-4,01-12-2024 04:00,01-12-2024 04:27,Electrical Defect,Interlocking Alarm,26.99720001
Line-8,Machine-4,02-12-2024 00:00,02-12-2024 00:10,Electrical Defect,Relay Contactor,10.00546646
Line-8,Machine-4,02-12-2024 01:30,02-12-2024 01:40,Electrical Defect,Relay Contactor,10.00068378
Line-8,Machine-4,02-12-2024 02:10,02-12-2024 02:20,Electrical Defect,Relay Contactor,9.993332863
Line-8,Machine-4,02-12-2024 03:40,02-12-2024 03:50,Electrical Defect,Relay Contactor,9.995033264
Line-8,Machine-4,31-12-2024 05:00,31-12-2024 05:55,Electrical Defect,Transfer conveyor system,55.00513458
Line-8,Machine-4,02-02-2025 04:00,02-02-2025 04:10,Electrical Defect,Interlocking Alarm,10.00638294
Line-8,Machine-4,02-02-2025 05:00,02-02-2025 05:17,Electrical Defect,Interlocking Alarm,17.00805092
Line-8,Machine-4,05-02-2025 03:30,05-02-2025 04:00,Electrical Defect,Relay Contactor,30.00688362
Line-8,Machine-4,05-02-2025 05:36,05-02-2025 05:57,Electrical Defect,Relay Contactor,21
Line-8,Machine-4,05-02-2025 04:00,05-02-2025 04:30,Electrical Defect,Stone holder,29.9936676
Line-8,Machine-4,06-02-2025 01:00,06-02-2025 01:11,Electrical Defect,Relay Contactor,10.99318314
Line-8,Machine-4,06-02-2025 02:00,06-02-2025 02:26,Electrical Defect,Relay Contactor,25.99831581
Line-8,Machine-4,06-02-2025 05:26,06-02-2025 05:53,Electrical Defect,Relay Contactor,27
Line-8,Machine-4,08-02-2025 05:30,08-02-2025 05:40,Electrical Defect,Relay Contactor,10.00346661
Line-8,Machine-4,12-02-2025 00:00,12-02-2025 00:25,Electrical Defect,Pressure switch,25.0038166
Line-8,Machine-4,20-02-2025 03:23,20-02-2025 03:57,Electrical Defect,Interlocking Alarm,33.99708176
Line-8,Machine-4,27-02-2025 04:30,27-02-2025 04:59,Electrical Defect,Sensor Setting,28.99946594
Line-8,Machine-4,01-03-2025 02:00,01-03-2025 02:21,Electrical Defect,Sensor Setting,21.00083351
Line-8,Machine-4,17-03-2025 01:00,17-03-2025 03:00,Electrical Defect,Stone holder,120
Line-8,Machine-5,13-11-2024 06:00,13-11-2024 08:00,Electrical Defect,Regulating Wheel Dresser,119.985733
Line-8,Machine-5,13-11-2024 09:00,13-11-2024 10:30,Electrical Defect,Regulating Wheel Dresser,90.00458527
Line-8,Machine-5,14-11-2024 06:00,14-11-2024 07:00,Electrical Defect,Rotary Table,59.99000168
Line-8,Machine-5,20-11-2024 10:30,20-11-2024 11:20,Electrical Defect,Dresser unit,50.0096817
Line-8,Machine-5,02-12-2024 06:00,02-12-2024 06:20,Electrical Defect,Relay Contactor,19.99844933
Line-8,Machine-5,17-12-2024 06:00,17-12-2024 08:00,Electrical Defect,Relay Contactor,119.9986496
Line-8,Machine-5,18-12-2024 07:00,18-12-2024 07:10,Electrical Defect,Sensor Setting,9.987600327
Line-8,Machine-5,31-12-2024 06:00,31-12-2024 06:42,Electrical Defect,Loose Wiring,42.00016785
Line-8,Machine-5,08-01-2025 12:40,08-01-2025 12:55,Electrical Defect,Sensor Setting,14.99451637
Line-8,Machine-5,17-01-2025 10:00,17-01-2025 10:31,Electrical Defect,Sensor Setting,31.50153351
Line-8,Machine-5,12-02-2025 06:00,12-02-2025 14:30,Electrical Defect,Robot,510.4246216
Line-8,Machine-5,13-02-2025 06:00,13-02-2025 08:40,Electrical Defect,Chuck Magnet,159.9998932
Line-8,Machine-5,19-02-2025 12:44,19-02-2025 14:30,Electrical Defect,Robot,105.9991684
Line-8,Machine-5,25-02-2025 10:46,25-02-2025 12:08,Electrical Defect,PLC Input,81.98795319
Line-8,Machine-5,10-03-2025 12:30,10-03-2025 12:50,Electrical Defect,Relay Contactor,19.99796677
Line-8,Machine-5,10-03-2025 13:30,10-03-2025 14:00,Electrical Defect,Relay Contactor,30.00056648
Line-8,Machine-5,03-04-2025 06:30,03-04-2025 07:00,Electrical Defect,Relay Contactor,29.99881744
Line-8,Machine-5,03-04-2025 07:10,03-04-2025 08:00,Electrical Defect,Solonoid Valve,50.00546646
Line-8,Machine-5,03-04-2025 08:00,03-04-2025 08:37,Electrical Defect,Dresser unit,36.98733521
Line-8,Machine-5,20-04-2025 06:00,20-04-2025 07:30,Electrical Defect,Servo drive,90.00576782
Line-8,Machine-5,30-04-2025 06:00,30-04-2025 08:30,Electrical Defect,Solonoid Valve,149.9915771
Line-8,Machine-5,01-05-2025 11:28,01-05-2025 13:00,Electrical Defect,Flow switch,92.00845337
Line-8,Machine-5,01-12-2024 17:00,01-12-2024 17:30,Electrical Defect,Sensor Setting,30.00250053
Line-8,Machine-5,01-12-2024 21:00,01-12-2024 21:23,Electrical Defect,Sensor Setting,23.01156616
Line-8,Machine-5,01-12-2024 22:30,01-12-2024 22:46,Electrical Defect,Sensor Setting,16.35833359
Line-8,Machine-5,11-12-2024 22:00,11-12-2024 23:00,Electrical Defect,Gauge head,59.98961639
Line-8,Machine-5,13-12-2024 19:29,13-12-2024 19:59,Electrical Defect,Relay Contactor,30
Line-8,Machine-5,25-12-2024 16:30,25-12-2024 16:55,Electrical Defect,Gauge head,24.99946594
Line-8,Machine-5,15-01-2025 14:30,15-01-2025 16:30,Electrical Defect,Gauge head,120
Line-8,Machine-5,12-02-2025 14:30,12-02-2025 23:00,Electrical Defect,Relay Contactor,510
Line-8,Machine-5,13-02-2025 14:30,13-02-2025 15:30,Electrical Defect,Oscillation unit,60
Line-8,Machine-5,20-03-2025 18:30,20-03-2025 21:30,Electrical Defect,Robot,180
Line-8,Machine-5,07-04-2025 19:30,07-04-2025 19:50,Electrical Defect,Hand wheel Feed,19.99625015
Line-8,Machine-5,10-04-2025 22:10,10-04-2025 22:23,Electrical Defect,Interlocking Alarm,12.99569988
Line-8,Machine-5,18-04-2025 21:00,18-04-2025 22:30,Electrical Defect,Sensor Setting,90.00813293
Line-8,Machine-5,18-11-2024 03:45,18-11-2024 03:57,Electrical Defect,Relay Contactor,12.00030041
Line-8,Machine-5,01-12-2024 04:10,01-12-2024 05:30,Electrical Defect,Rotary Table,79.99266815
Line-8,Machine-5,21-12-2024 04:30,21-12-2024 06:00,Electrical Defect,Robot,90
Line-8,Machine-5,31-12-2024 05:00,31-12-2024 05:55,Electrical Defect,Sensor Setting,55.00616837
Line-8,Machine-5,12-02-2025 01:00,12-02-2025 01:42,Electrical Defect,Robot,41.98519897
Line-8,Machine-5,12-02-2025 05:30,12-02-2025 05:43,Electrical Defect,Robot,13.16376686
Line-8,Machine-5,12-02-2025 23:00,13-02-2025 04:30,Electrical Defect,Chuck Magnet,330
Line-8,Machine-5,08-03-2025 03:10,08-03-2025 03:35,Electrical Defect,Wheel spindle,24.99211693
Line-8,Machine-6,14-11-2024 13:30,14-11-2024 14:03,Electrical Defect,Work head unit,33.24863434
Line-8,Machine-6,23-11-2024 11:00,23-11-2024 14:30,Electrical Defect,Hydraulic system,210
Line-8,Machine-6,24-11-2024 06:00,24-11-2024 09:43,Electrical Defect,Relay Contactor,223.0150299
Line-8,Machine-6,28-11-2024 06:00,28-11-2024 06:31,Electrical Defect,Relay Contactor,31.01449966
Line-8,Machine-6,28-11-2024 10:30,28-11-2024 11:30,Electrical Defect,Relay Contactor,59.99203491
Line-8,Machine-6,11-12-2024 06:45,11-12-2024 07:00,Electrical Defect,Relay Contactor,15.00306702
Line-8,Machine-6,11-12-2024 06:25,11-12-2024 06:45,Electrical Defect,Stone holder,19.98394966
Line-8,Machine-6,12-12-2024 06:10,12-12-2024 06:28,Electrical Defect,Interlocking Alarm,18.01296616
